,METER_DATE,YEAR,MONTH,DAY,SEASON,HOUR,TIME_PERIOD,DONGTAN
926,2019-10-20 08:00:00,2019,10,20,2,8,1,27
928,2019-10-20 09:00:00,2019,10,20,2,9,1,35
930,2019-10-20 10:00:00,2019,10,20,2,10,1,30
932,2019-10-20 11:00:00,2019,10,20,2,11,1,35
934,2019-10-20 12:00:00,2019,10,20,2,12,2,32
936,2019-10-20 13:00:00,2019,10,20,2,13,2,25
938,2019-10-20 14:00:00,2019,10,20,2,14,2,29
940,2019-10-20 15:00:00,2019,10,20,2,15,2,28
942,2019-10-20 16:00:00,2019,10,20,2,16,2,26
944,2019-10-20 17:00:00,2019,10,20,2,17,2,25
946,2019-10-20 18:00:00,2019,10,20,2,18,3,29
948,2019-10-20 19:00:00,2019,10,20,2,19,3,42
950,2019-10-20 20:00:00,2019,10,20,2,20,3,47
952,2019-10-20 21:00:00,2019,10,20,2,21,3,55
954,2019-10-20 22:00:00,2019,10,20,2,22,3,52
956,2019-10-20 23:00:00,2019,10,20,2,23,3,46
958,2019-10-21 00:00:00,2019,10,21,2,0,0,38
960,2019-10-21 01:00:00,2019,10,21,2,1,0,33
962,2019-10-21 02:00:00,2019,10,21,2,2,0,30
964,2019-10-21 03:00:00,2019,10,21,2,3,0,30
966,2019-10-21 04:00:00,2019,10,21,2,4,0,33
968,2019-10-21 05:00:00,2019,10,21,2,5,0,35
970,2019-10-21 06:00:00,2019,10,21,2,6,1,34
972,2019-10-21 07:00:00,2019,10,21,2,7,1,41
974,2019-10-21 08:00:00,2019,10,21,2,8,1,39
976,2019-10-21 09:00:00,2019,10,21,2,9,1,34
978,2019-10-21 10:00:00,2019,10,21,2,10,1,25
980,2019-10-21 11:00:00,2019,10,21,2,11,1,25
982,2019-10-21 12:00:00,2019,10,21,2,12,2,25
984,2019-10-21 13:00:00,2019,10,21,2,13,2,23
986,2019-10-21 14:00:00,2019,10,21,2,14,2,25
988,2019-10-21 15:00:00,2019,10,21,2,15,2,25
990,2019-10-21 16:00:00,2019,10,21,2,16,2,24
992,2019-10-21 17:00:00,2019,10,21,2,17,2,26
994,2019-10-21 18:00:00,2019,10,21,2,18,3,28
996,2019-10-21 19:00:00,2019,10,21,2,19,3,40
998,2019-10-21 20:00:00,2019,10,21,2,20,3,48
1000,2019-10-21 21:00:00,2019,10,21,2,21,3,52
1002,2019-10-21 22:00:00,2019,10,21,2,22,3,53
1004,2019-10-21 23:00:00,2019,10,21,2,23,3,48
1006,2019-10-22 00:00:00,2019,10,22,2,0,0,38
1008,2019-10-22 01:00:00,2019,10,22,2,1,0,27
1010,2019-10-22 02:00:00,2019,10,22,2,2,0,29
1012,2019-10-22 03:00:00,2019,10,22,2,3,0,28
1014,2019-10-22 04:00:00,2019,10,22,2,4,0,24
1016,2019-10-22 05:00:00,2019,10,22,2,5,0,29
1018,2019-10-22 06:00:00,2019,10,22,2,6,1,29
1020,2019-10-22 07:00:00,2019,10,22,2,7,1,38
1022,2019-10-22 08:00:00,2019,10,22,2,8,1,42
1024,2019-10-22 09:00:00,2019,10,22,2,9,1,40
1026,2019-10-22 10:00:00,2019,10,22,2,10,1,23
1028,2019-10-22 11:00:00,2019,10,22,2,11,1,27
1030,2019-10-22 12:00:00,2019,10,22,2,12,2,21
1032,2019-10-22 13:00:00,2019,10,22,2,13,2,24
1034,2019-10-22 14:00:00,2019,10,22,2,14,2,21
1036,2019-10-22 15:00:00,2019,10,22,2,15,2,23
1038,2019-10-22 16:00:00,2019,10,22,2,16,2,25
1040,2019-10-22 17:00:00,2019,10,22,2,17,2,23
1042,2019-10-22 18:00:00,2019,10,22,2,18,3,27
1044,2019-10-22 19:00:00,2019,10,22,2,19,3,37
1046,2019-10-22 20:00:00,2019,10,22,2,20,3,46
1048,2019-10-22 21:00:00,2019,10,22,2,21,3,51
1050,2019-10-22 22:00:00,2019,10,22,2,22,3,48
1052,2019-10-22 23:00:00,2019,10,22,2,23,3,42
1054,2019-10-23 00:00:00,2019,10,23,2,0,0,37
1056,2019-10-23 01:00:00,2019,10,23,2,1,0,31
1058,2019-10-23 02:00:00,2019,10,23,2,2,0,27
1060,2019-10-23 03:00:00,2019,10,23,2,3,0,24
1062,2019-10-23 04:00:00,2019,10,23,2,4,0,21
1064,2019-10-23 05:00:00,2019,10,23,2,5,0,23
1066,2019-10-23 06:00:00,2019,10,23,2,6,1,24
1068,2019-10-23 07:00:00,2019,10,23,2,7,1,30
1070,2019-10-23 08:00:00,2019,10,23,2,8,1,40
1072,2019-10-23 09:00:00,2019,10,23,2,9,1,35
1074,2019-10-23 10:00:00,2019,10,23,2,10,1,29
1076,2019-10-23 11:00:00,2019,10,23,2,11,1,25
1078,2019-10-23 12:00:00,2019,10,23,2,12,2,26
1080,2019-10-23 13:00:00,2019,10,23,2,13,2,21
1082,2019-10-23 14:00:00,2019,10,23,2,14,2,25
1084,2019-10-23 15:00:00,2019,10,23,2,15,2,22
1086,2019-10-23 16:00:00,2019,10,23,2,16,2,23
1088,2019-10-23 17:00:00,2019,10,23,2,17,2,24
1090,2019-10-23 18:00:00,2019,10,23,2,18,3,24
1092,2019-10-23 19:00:00,2019,10,23,2,19,3,40
1094,2019-10-23 20:00:00,2019,10,23,2,20,3,50
1096,2019-10-23 21:00:00,2019,10,23,2,21,3,51
1098,2019-10-23 22:00:00,2019,10,23,2,22,3,49
1100,2019-10-23 23:00:00,2019,10,23,2,23,3,45
1102,2019-10-24 00:00:00,2019,10,24,2,0,0,40
1104,2019-10-24 01:00:00,2019,10,24,2,1,0,35
1106,2019-10-24 02:00:00,2019,10,24,2,2,0,32
1108,2019-10-24 03:00:00,2019,10,24,2,3,0,29
1110,2019-10-24 04:00:00,2019,10,24,2,4,0,26
1112,2019-10-24 05:00:00,2019,10,24,2,5,0,28
1114,2019-10-24 06:00:00,2019,10,24,2,6,1,24
1116,2019-10-24 07:00:00,2019,10,24,2,7,1,34
1118,2019-10-24 08:00:00,2019,10,24,2,8,1,41
1120,2019-10-24 09:00:00,2019,10,24,2,9,1,36
1122,2019-10-24 10:00:00,2019,10,24,2,10,1,28
1124,2019-10-24 11:00:00,2019,10,24,2,11,1,25
1126,2019-10-24 12:00:00,2019,10,24,2,12,2,21
1128,2019-10-24 13:00:00,2019,10,24,2,13,2,25
1130,2019-10-24 14:00:00,2019,10,24,2,14,2,24
1132,2019-10-24 15:00:00,2019,10,24,2,15,2,16
1134,2019-10-24 16:00:00,2019,10,24,2,16,2,29
1136,2019-10-24 17:00:00,2019,10,24,2,17,2,25
1138,2019-10-24 18:00:00,2019,10,24,2,18,3,28
1140,2019-10-24 19:00:00,2019,10,24,2,19,3,41
1142,2019-10-24 20:00:00,2019,10,24,2,20,3,47
1144,2019-10-24 21:00:00,2019,10,24,2,21,3,49
1146,2019-10-24 22:00:00,2019,10,24,2,22,3,53
1148,2019-10-24 23:00:00,2019,10,24,2,23,3,44
1150,2019-10-25 00:00:00,2019,10,25,2,0,0,41
1152,2019-10-25 01:00:00,2019,10,25,2,1,0,31
1154,2019-10-25 02:00:00,2019,10,25,2,2,0,27
1156,2019-10-25 03:00:00,2019,10,25,2,3,0,25
1158,2019-10-25 04:00:00,2019,10,25,2,4,0,26
1160,2019-10-25 05:00:00,2019,10,25,2,5,0,26
1162,2019-10-25 06:00:00,2019,10,25,2,6,1,28
1164,2019-10-25 07:00:00,2019,10,25,2,7,1,35
1166,2019-10-25 08:00:00,2019,10,25,2,8,1,42
1168,2019-10-25 09:00:00,2019,10,25,2,9,1,37
1170,2019-10-25 10:00:00,2019,10,25,2,10,1,26
1172,2019-10-25 11:00:00,2019,10,25,2,11,1,27
1174,2019-10-25 12:00:00,2019,10,25,2,12,2,24
1176,2019-10-25 13:00:00,2019,10,25,2,13,2,21
1178,2019-10-25 14:00:00,2019,10,25,2,14,2,25
1180,2019-10-25 15:00:00,2019,10,25,2,15,2,24
1182,2019-10-25 16:00:00,2019,10,25,2,16,2,19
1184,2019-10-25 17:00:00,2019,10,25,2,17,2,28
1186,2019-10-25 18:00:00,2019,10,25,2,18,3,29
1188,2019-10-25 19:00:00,2019,10,25,2,19,3,34
1190,2019-10-25 20:00:00,2019,10,25,2,20,3,46
1192,2019-10-25 21:00:00,2019,10,25,2,21,3,47
1194,2019-10-25 22:00:00,2019,10,25,2,22,3,49
1196,2019-10-25 23:00:00,2019,10,25,2,23,3,45
1198,2019-10-26 00:00:00,2019,10,26,2,0,0,40
1200,2019-10-26 01:00:00,2019,10,26,2,1,0,34
1202,2019-10-26 02:00:00,2019,10,26,2,2,0,35
1204,2019-10-26 03:00:00,2019,10,26,2,3,0,31
1206,2019-10-26 04:00:00,2019,10,26,2,4,0,31
1208,2019-10-26 05:00:00,2019,10,26,2,5,0,30
1210,2019-10-26 06:00:00,2019,10,26,2,6,1,30
1212,2019-10-26 07:00:00,2019,10,26,2,7,1,35
1214,2019-10-26 08:00:00,2019,10,26,2,8,1,37
1216,2019-10-26 09:00:00,2019,10,26,2,9,1,40
1218,2019-10-26 10:00:00,2019,10,26,2,10,1,38
1220,2019-10-26 11:00:00,2019,10,26,2,11,1,42
1222,2019-10-26 12:00:00,2019,10,26,2,12,2,35
1224,2019-10-26 13:00:00,2019,10,26,2,13,2,29
1226,2019-10-26 14:00:00,2019,10,26,2,14,2,27
1228,2019-10-26 15:00:00,2019,10,26,2,15,2,23
1230,2019-10-26 16:00:00,2019,10,26,2,16,2,24
1232,2019-10-26 17:00:00,2019,10,26,2,17,2,25
1234,2019-10-26 18:00:00,2019,10,26,2,18,3,29
1236,2019-10-26 19:00:00,2019,10,26,2,19,3,42
1238,2019-10-26 20:00:00,2019,10,26,2,20,3,51
1240,2019-10-26 21:00:00,2019,10,26,2,21,3,56
1242,2019-10-26 22:00:00,2019,10,26,2,22,3,57
1244,2019-10-26 23:00:00,2019,10,26,2,23,3,55
1246,2019-10-27 00:00:00,2019,10,27,2,0,0,53
1248,2019-10-27 01:00:00,2019,10,27,2,1,0,38
1250,2019-10-27 02:00:00,2019,10,27,2,2,0,39
1252,2019-10-27 03:00:00,2019,10,27,2,3,0,35
1254,2019-10-27 04:00:00,2019,10,27,2,4,0,36
1256,2019-10-27 05:00:00,2019,10,27,2,5,0,36
1258,2019-10-27 06:00:00,2019,10,27,2,6,1,36
1260,2019-10-27 07:00:00,2019,10,27,2,7,1,37
1262,2019-10-27 08:00:00,2019,10,27,2,8,1,36
1264,2019-10-27 09:00:00,2019,10,27,2,9,1,40
1266,2019-10-27 10:00:00,2019,10,27,2,10,1,38
1268,2019-10-27 11:00:00,2019,10,27,2,11,1,38
1270,2019-10-27 12:00:00,2019,10,27,2,12,2,36
1272,2019-10-27 13:00:00,2019,10,27,2,13,2,31
1274,2019-10-27 14:00:00,2019,10,27,2,14,2,30
1276,2019-10-27 15:00:00,2019,10,27,2,15,2,26
1278,2019-10-27 16:00:00,2019,10,27,2,16,2,27
1280,2019-10-27 17:00:00,2019,10,27,2,17,2,26
1282,2019-10-27 18:00:00,2019,10,27,2,18,3,32
1284,2019-10-27 19:00:00,2019,10,27,2,19,3,47
1286,2019-10-27 20:00:00,2019,10,27,2,20,3,59
1288,2019-10-27 21:00:00,2019,10,27,2,21,3,64
1290,2019-10-27 22:00:00,2019,10,27,2,22,3,61
1292,2019-10-27 23:00:00,2019,10,27,2,23,3,57
1294,2019-10-28 00:00:00,2019,10,28,2,0,0,50
1296,2019-10-28 01:00:00,2019,10,28,2,1,0,39
1298,2019-10-28 02:00:00,2019,10,28,2,2,0,37
1300,2019-10-28 03:00:00,2019,10,28,2,3,0,34
1302,2019-10-28 04:00:00,2019,10,28,2,4,0,32
1304,2019-10-28 05:00:00,2019,10,28,2,5,0,32
1306,2019-10-28 06:00:00,2019,10,28,2,6,1,35
1308,2019-10-28 07:00:00,2019,10,28,2,7,1,41
1310,2019-10-28 08:00:00,2019,10,28,2,8,1,51
1312,2019-10-28 09:00:00,2019,10,28,2,9,1,43
1314,2019-10-28 10:00:00,2019,10,28,2,10,1,33
1316,2019-10-28 11:00:00,2019,10,28,2,11,1,31
1318,2019-10-28 12:00:00,2019,10,28,2,12,2,29
1320,2019-10-28 13:00:00,2019,10,28,2,13,2,28
1322,2019-10-28 14:00:00,2019,10,28,2,14,2,25
1324,2019-10-28 15:00:00,2019,10,28,2,15,2,25
1326,2019-10-28 16:00:00,2019,10,28,2,16,2,24
1328,2019-10-28 17:00:00,2019,10,28,2,17,2,25
1330,2019-10-28 18:00:00,2019,10,28,2,18,3,32
1332,2019-10-28 19:00:00,2019,10,28,2,19,3,49
1334,2019-10-28 20:00:00,2019,10,28,2,20,3,62
1336,2019-10-28 21:00:00,2019,10,28,2,21,3,66
1338,2019-10-28 22:00:00,2019,10,28,2,22,3,67
1340,2019-10-28 23:00:00,2019,10,28,2,23,3,64
1342,2019-10-29 00:00:00,2019,10,29,2,0,0,51
1344,2019-10-29 01:00:00,2019,10,29,2,1,0,36
1346,2019-10-29 02:00:00,2019,10,29,2,2,0,35
1348,2019-10-29 03:00:00,2019,10,29,2,3,0,30
1350,2019-10-29 04:00:00,2019,10,29,2,4,0,28
1352,2019-10-29 05:00:00,2019,10,29,2,5,0,28
1354,2019-10-29 06:00:00,2019,10,29,2,6,1,18
1356,2019-10-29 07:00:00,2019,10,29,2,7,1,52
1358,2019-10-29 08:00:00,2019,10,29,2,8,1,46
1360,2019-10-29 09:00:00,2019,10,29,2,9,1,41
1362,2019-10-29 10:00:00,2019,10,29,2,10,1,30
1364,2019-10-29 11:00:00,2019,10,29,2,11,1,30
1366,2019-10-29 12:00:00,2019,10,29,2,12,2,29
1368,2019-10-29 13:00:00,2019,10,29,2,13,2,28
1370,2019-10-29 14:00:00,2019,10,29,2,14,2,26
1372,2019-10-29 15:00:00,2019,10,29,2,15,2,25
1374,2019-10-29 16:00:00,2019,10,29,2,16,2,24
1376,2019-10-29 17:00:00,2019,10,29,2,17,2,25
1378,2019-10-29 18:00:00,2019,10,29,2,18,3,31
1380,2019-10-29 19:00:00,2019,10,29,2,19,3,47
1382,2019-10-29 20:00:00,2019,10,29,2,20,3,64
1384,2019-10-29 21:00:00,2019,10,29,2,21,3,70
1386,2019-10-29 22:00:00,2019,10,29,2,22,3,70
1388,2019-10-29 23:00:00,2019,10,29,2,23,3,62
1390,2019-10-30 00:00:00,2019,10,30,2,0,0,54
1392,2019-10-30 01:00:00,2019,10,30,2,1,0,47
1394,2019-10-30 02:00:00,2019,10,30,2,2,0,42
1396,2019-10-30 03:00:00,2019,10,30,2,3,0,41
1398,2019-10-30 04:00:00,2019,10,30,2,4,0,37
1400,2019-10-30 05:00:00,2019,10,30,2,5,0,39
1402,2019-10-30 06:00:00,2019,10,30,2,6,1,39
1404,2019-10-30 07:00:00,2019,10,30,2,7,1,48
1406,2019-10-30 08:00:00,2019,10,30,2,8,1,58
1408,2019-10-30 09:00:00,2019,10,30,2,9,1,46
1410,2019-10-30 10:00:00,2019,10,30,2,10,1,35
1412,2019-10-30 11:00:00,2019,10,30,2,11,1,32
1414,2019-10-30 12:00:00,2019,10,30,2,12,2,29
1416,2019-10-30 13:00:00,2019,10,30,2,13,2,29
1418,2019-10-30 14:00:00,2019,10,30,2,14,2,26
1420,2019-10-30 15:00:00,2019,10,30,2,15,2,28
1422,2019-10-30 16:00:00,2019,10,30,2,16,2,25
1424,2019-10-30 17:00:00,2019,10,30,2,17,2,23
1426,2019-10-30 18:00:00,2019,10,30,2,18,3,29
1428,2019-10-30 19:00:00,2019,10,30,2,19,3,44
1430,2019-10-30 20:00:00,2019,10,30,2,20,3,58
1432,2019-10-30 21:00:00,2019,10,30,2,21,3,63
1434,2019-10-30 22:00:00,2019,10,30,2,22,3,66
1436,2019-10-30 23:00:00,2019,10,30,2,23,3,62
1438,2019-10-31 00:00:00,2019,10,31,2,0,0,52
1440,2019-10-31 01:00:00,2019,10,31,2,1,0,57
1442,2019-10-31 02:00:00,2019,10,31,2,2,0,43
1444,2019-10-31 03:00:00,2019,10,31,2,3,0,42
1446,2019-10-31 04:00:00,2019,10,31,2,4,0,39
1448,2019-10-31 05:00:00,2019,10,31,2,5,0,42
1450,2019-10-31 06:00:00,2019,10,31,2,6,1,41
1452,2019-10-31 07:00:00,2019,10,31,2,7,1,53
1454,2019-10-31 08:00:00,2019,10,31,2,8,1,57
1456,2019-10-31 09:00:00,2019,10,31,2,9,1,47
1458,2019-10-31 10:00:00,2019,10,31,2,10,1,39
1460,2019-10-31 11:00:00,2019,10,31,2,11,1,36
1462,2019-10-31 12:00:00,2019,10,31,2,12,2,25
1464,2019-10-31 13:00:00,2019,10,31,2,13,2,24
1466,2019-10-31 14:00:00,2019,10,31,2,14,2,26
1468,2019-10-31 15:00:00,2019,10,31,2,15,2,24
1470,2019-10-31 16:00:00,2019,10,31,2,16,2,22
1472,2019-10-31 17:00:00,2019,10,31,2,17,2,22
1474,2019-10-31 18:00:00,2019,10,31,2,18,3,27
1476,2019-10-31 19:00:00,2019,10,31,2,19,3,40
1478,2019-10-31 20:00:00,2019,10,31,2,20,3,56
1480,2019-10-31 21:00:00,2019,10,31,2,21,3,57
1482,2019-10-31 22:00:00,2019,10,31,2,22,3,60
1484,2019-10-31 23:00:00,2019,10,31,2,23,3,56
1486,2019-11-01 00:00:00,2019,11,1,2,0,0,44
1488,2019-11-01 01:00:00,2019,11,1,2,1,0,57
1490,2019-11-01 02:00:00,2019,11,1,2,2,0,38
1492,2019-11-01 03:00:00,2019,11,1,2,3,0,29
1494,2019-11-01 04:00:00,2019,11,1,2,4,0,25
1496,2019-11-01 05:00:00,2019,11,1,2,5,0,33
1498,2019-11-01 06:00:00,2019,11,1,2,6,1,43
1500,2019-11-01 07:00:00,2019,11,1,2,7,1,44
1502,2019-11-01 08:00:00,2019,11,1,2,8,1,49
1504,2019-11-01 09:00:00,2019,11,1,2,9,1,59
1506,2019-11-01 10:00:00,2019,11,1,2,10,1,45
1508,2019-11-01 11:00:00,2019,11,1,2,11,1,40
1510,2019-11-01 12:00:00,2019,11,1,2,12,2,26
1512,2019-11-01 13:00:00,2019,11,1,2,13,2,25
1514,2019-11-01 14:00:00,2019,11,1,2,14,2,31
1516,2019-11-01 15:00:00,2019,11,1,2,15,2,36
1518,2019-11-01 16:00:00,2019,11,1,2,16,2,30
1520,2019-11-01 17:00:00,2019,11,1,2,17,2,26
1522,2019-11-01 18:00:00,2019,11,1,2,18,3,32
1524,2019-11-01 19:00:00,2019,11,1,2,19,3,37
1526,2019-11-01 20:00:00,2019,11,1,2,20,3,48
1528,2019-11-01 21:00:00,2019,11,1,2,21,3,48
1530,2019-11-01 22:00:00,2019,11,1,2,22,3,56
1532,2019-11-01 23:00:00,2019,11,1,2,23,3,52
1534,2019-11-02 00:00:00,2019,11,2,2,0,0,50
1536,2019-11-02 01:00:00,2019,11,2,2,1,0,36
1538,2019-11-02 02:00:00,2019,11,2,2,2,0,50
1540,2019-11-02 03:00:00,2019,11,2,2,3,0,45
1542,2019-11-02 04:00:00,2019,11,2,2,4,0,29
1544,2019-11-02 05:00:00,2019,11,2,2,5,0,35
1546,2019-11-02 06:00:00,2019,11,2,2,6,1,45
1548,2019-11-02 07:00:00,2019,11,2,2,7,1,33
1550,2019-11-02 08:00:00,2019,11,2,2,8,1,42
1552,2019-11-02 09:00:00,2019,11,2,2,9,1,52
1554,2019-11-02 10:00:00,2019,11,2,2,10,1,38
1556,2019-11-02 11:00:00,2019,11,2,2,11,1,47
1558,2019-11-02 12:00:00,2019,11,2,2,12,2,42
1560,2019-11-02 13:00:00,2019,11,2,2,13,2,33
1562,2019-11-02 14:00:00,2019,11,2,2,14,2,34
1564,2019-11-02 15:00:00,2019,11,2,2,15,2,31
1566,2019-11-02 16:00:00,2019,11,2,2,16,2,32
1568,2019-11-02 17:00:00,2019,11,2,2,17,2,28
1570,2019-11-02 18:00:00,2019,11,2,2,18,3,33
1572,2019-11-02 19:00:00,2019,11,2,2,19,3,38
1574,2019-11-02 20:00:00,2019,11,2,2,20,3,48
1576,2019-11-02 21:00:00,2019,11,2,2,21,3,53
1578,2019-11-02 22:00:00,2019,11,2,2,22,3,51
1580,2019-11-02 23:00:00,2019,11,2,2,23,3,46
1582,2019-11-03 00:00:00,2019,11,3,2,0,0,53
1584,2019-11-03 01:00:00,2019,11,3,2,1,0,45
1586,2019-11-03 02:00:00,2019,11,3,2,2,0,38
1588,2019-11-03 03:00:00,2019,11,3,2,3,0,44
1590,2019-11-03 04:00:00,2019,11,3,2,4,0,39
1592,2019-11-03 05:00:00,2019,11,3,2,5,0,29
1594,2019-11-03 06:00:00,2019,11,3,2,6,1,38
1596,2019-11-03 07:00:00,2019,11,3,2,7,1,41
1598,2019-11-03 08:00:00,2019,11,3,2,8,1,40
1600,2019-11-03 09:00:00,2019,11,3,2,9,1,44
1602,2019-11-03 10:00:00,2019,11,3,2,10,1,48
1604,2019-11-03 11:00:00,2019,11,3,2,11,1,41
1606,2019-11-03 12:00:00,2019,11,3,2,12,2,42
1608,2019-11-03 13:00:00,2019,11,3,2,13,2,37
1610,2019-11-03 14:00:00,2019,11,3,2,14,2,34
1612,2019-11-03 15:00:00,2019,11,3,2,15,2,27
1614,2019-11-03 16:00:00,2019,11,3,2,16,2,28
1616,2019-11-03 17:00:00,2019,11,3,2,17,2,34
1618,2019-11-03 18:00:00,2019,11,3,2,18,3,41
1620,2019-11-03 19:00:00,2019,11,3,2,19,3,43
1622,2019-11-03 20:00:00,2019,11,3,2,20,3,53
1624,2019-11-03 21:00:00,2019,11,3,2,21,3,63
1626,2019-11-03 22:00:00,2019,11,3,2,22,3,61
1628,2019-11-03 23:00:00,2019,11,3,2,23,3,51
1630,2019-11-04 00:00:00,2019,11,4,2,0,0,59
1632,2019-11-04 01:00:00,2019,11,4,2,1,0,47
1634,2019-11-04 02:00:00,2019,11,4,2,2,0,45
1636,2019-11-04 03:00:00,2019,11,4,2,3,0,38
1638,2019-11-04 04:00:00,2019,11,4,2,4,0,38
1640,2019-11-04 05:00:00,2019,11,4,2,5,0,38
1642,2019-11-04 06:00:00,2019,11,4,2,6,1,38
1644,2019-11-04 07:00:00,2019,11,4,2,7,1,46
1646,2019-11-04 08:00:00,2019,11,4,2,8,1,57
1648,2019-11-04 09:00:00,2019,11,4,2,9,1,51
1650,2019-11-04 10:00:00,2019,11,4,2,10,1,45
1652,2019-11-04 11:00:00,2019,11,4,2,11,1,35
1654,2019-11-04 12:00:00,2019,11,4,2,12,2,33
1656,2019-11-04 13:00:00,2019,11,4,2,13,2,33
1658,2019-11-04 14:00:00,2019,11,4,2,14,2,32
1660,2019-11-04 15:00:00,2019,11,4,2,15,2,34
1662,2019-11-04 16:00:00,2019,11,4,2,16,2,24
1664,2019-11-04 17:00:00,2019,11,4,2,17,2,24
1666,2019-11-04 18:00:00,2019,11,4,2,18,3,30
1668,2019-11-04 19:00:00,2019,11,4,2,19,3,39
1670,2019-11-04 20:00:00,2019,11,4,2,20,3,72
1672,2019-11-04 21:00:00,2019,11,4,2,21,3,45
1674,2019-11-04 22:00:00,2019,11,4,2,22,3,66
1676,2019-11-04 23:00:00,2019,11,4,2,23,3,63
1678,2019-11-05 00:00:00,2019,11,5,2,0,0,52
1680,2019-11-05 01:00:00,2019,11,5,2,1,0,52
1682,2019-11-05 02:00:00,2019,11,5,2,2,0,40
1684,2019-11-05 03:00:00,2019,11,5,2,3,0,38
1686,2019-11-05 04:00:00,2019,11,5,2,4,0,37
1688,2019-11-05 05:00:00,2019,11,5,2,5,0,45
1690,2019-11-05 06:00:00,2019,11,5,2,6,1,39
1692,2019-11-05 07:00:00,2019,11,5,2,7,1,49
1694,2019-11-05 08:00:00,2019,11,5,2,8,1,61
1696,2019-11-05 09:00:00,2019,11,5,2,9,1,53
1698,2019-11-05 10:00:00,2019,11,5,2,10,1,43
1700,2019-11-05 11:00:00,2019,11,5,2,11,1,44
1702,2019-11-05 12:00:00,2019,11,5,2,12,2,31
1704,2019-11-05 13:00:00,2019,11,5,2,13,2,31
1706,2019-11-05 14:00:00,2019,11,5,2,14,2,29
1708,2019-11-05 15:00:00,2019,11,5,2,15,2,27
1710,2019-11-05 16:00:00,2019,11,5,2,16,2,26
1712,2019-11-05 17:00:00,2019,11,5,2,17,2,25
1714,2019-11-05 18:00:00,2019,11,5,2,18,3,34
1716,2019-11-05 19:00:00,2019,11,5,2,19,3,44
1718,2019-11-05 20:00:00,2019,11,5,2,20,3,58
1720,2019-11-05 21:00:00,2019,11,5,2,21,3,67
1722,2019-11-05 22:00:00,2019,11,5,2,22,3,66
1724,2019-11-05 23:00:00,2019,11,5,2,23,3,65
1726,2019-11-06 00:00:00,2019,11,6,2,0,0,51
1728,2019-11-06 01:00:00,2019,11,6,2,1,0,54
1730,2019-11-06 02:00:00,2019,11,6,2,2,0,52
1732,2019-11-06 03:00:00,2019,11,6,2,3,0,40
1734,2019-11-06 04:00:00,2019,11,6,2,4,0,42
1736,2019-11-06 05:00:00,2019,11,6,2,5,0,42
1738,2019-11-06 06:00:00,2019,11,6,2,6,1,43
1740,2019-11-06 07:00:00,2019,11,6,2,7,1,50
1742,2019-11-06 08:00:00,2019,11,6,2,8,1,64
1744,2019-11-06 09:00:00,2019,11,6,2,9,1,55
1746,2019-11-06 10:00:00,2019,11,6,2,10,1,38
1748,2019-11-06 11:00:00,2019,11,6,2,11,1,32
1750,2019-11-06 12:00:00,2019,11,6,2,12,2,32
1752,2019-11-06 13:00:00,2019,11,6,2,13,2,31
1754,2019-11-06 14:00:00,2019,11,6,2,14,2,30
1756,2019-11-06 15:00:00,2019,11,6,2,15,2,28
1758,2019-11-06 16:00:00,2019,11,6,2,16,2,29
1760,2019-11-06 17:00:00,2019,11,6,2,17,2,28
1762,2019-11-06 18:00:00,2019,11,6,2,18,3,36
1764,2019-11-06 19:00:00,2019,11,6,2,19,3,50
1766,2019-11-06 20:00:00,2019,11,6,2,20,3,63
1768,2019-11-06 21:00:00,2019,11,6,2,21,3,71
1770,2019-11-06 22:00:00,2019,11,6,2,22,3,72
1772,2019-11-06 23:00:00,2019,11,6,2,23,3,63
1774,2019-11-07 00:00:00,2019,11,7,2,0,0,54
1776,2019-11-07 01:00:00,2019,11,7,2,1,0,63
1778,2019-11-07 02:00:00,2019,11,7,2,2,0,35
1780,2019-11-07 03:00:00,2019,11,7,2,3,0,46
1782,2019-11-07 04:00:00,2019,11,7,2,4,0,42
1784,2019-11-07 05:00:00,2019,11,7,2,5,0,35
1786,2019-11-07 06:00:00,2019,11,7,2,6,1,49
1788,2019-11-07 07:00:00,2019,11,7,2,7,1,47
1790,2019-11-07 08:00:00,2019,11,7,2,8,1,63
1792,2019-11-07 09:00:00,2019,11,7,2,9,1,55
1794,2019-11-07 10:00:00,2019,11,7,2,10,1,44
1796,2019-11-07 11:00:00,2019,11,7,2,11,1,35
1798,2019-11-07 12:00:00,2019,11,7,2,12,2,36
1800,2019-11-07 13:00:00,2019,11,7,2,13,2,36
1802,2019-11-07 14:00:00,2019,11,7,2,14,2,34
1804,2019-11-07 15:00:00,2019,11,7,2,15,2,31
1806,2019-11-07 16:00:00,2019,11,7,2,16,2,32
1808,2019-11-07 17:00:00,2019,11,7,2,17,2,30
1810,2019-11-07 18:00:00,2019,11,7,2,18,3,43
1812,2019-11-07 19:00:00,2019,11,7,2,19,3,55
1814,2019-11-07 20:00:00,2019,11,7,2,20,3,67
1816,2019-11-07 21:00:00,2019,11,7,2,21,3,80
1818,2019-11-07 22:00:00,2019,11,7,2,22,3,86
1820,2019-11-07 23:00:00,2019,11,7,2,23,3,80
1822,2019-11-08 00:00:00,2019,11,8,2,0,0,76
1824,2019-11-08 01:00:00,2019,11,8,2,1,0,57
1826,2019-11-08 02:00:00,2019,11,8,2,2,0,38
